gene_name	gene_id
Trim24	ENSMUSG00000029833
Zc3hav1l	ENSMUSG00000047749
Zc3hav1	ENSMUSG00000029826
Ubn2	ENSMUSG00000038538
Luc7l2	ENSMUSG00000029823
Hipk2	ENSMUSG00000061436
Kdm7a	ENSMUSG00000042599
Slc37a3	ENSMUSG00000029924
Mkrn1	ENSMUSG00000029922
Dennd2a	ENSMUSG00000038456
Ndufb2	ENSMUSG00000002416
Braf	ENSMUSG00000002413
Mrps33	ENSMUSG00000029918
Agk	ENSMUSG00000029916
Ssbp1	ENSMUSG00000029911
Gstk1	ENSMUSG00000029864
Casp2	ENSMUSG00000029863
Zyx	ENSMUSG00000029860
Epha1	ENSMUSG00000029859
Ezh2	ENSMUSG00000029687
Pdia4	ENSMUSG00000025823
Krba1	ENSMUSG00000042810
Repin1	ENSMUSG00000052751
Malsu1	ENSMUSG00000029815
Tra2a	ENSMUSG00000029817
Mpp6	ENSMUSG00000038388
Cycs	ENSMUSG00000063694
Hnrnpa2b1	ENSMUSG00000004980
Skap2	ENSMUSG00000059182
Hibadh	ENSMUSG00000029776
Tax1bp1	ENSMUSG00000004535
Plekha8	ENSMUSG00000005225
Znrf2	ENSMUSG00000058446
Ggct	ENSMUSG00000002797
Gars	ENSMUSG00000029777
Lsm5	ENSMUSG00000091625
Avl9	ENSMUSG00000029787
Kbtbd2	ENSMUSG00000059486
Fkbp9	ENSMUSG00000029781
Nt5c3	ENSMUSG00000029780
Tigd2	ENSMUSG00000049232
Prdm5	ENSMUSG00000029913
Mad2l1	ENSMUSG00000029910
Gng12	ENSMUSG00000036402
Gadd45a	ENSMUSG00000036390
Rpia	ENSMUSG00000053604
Eif2ak3	ENSMUSG00000031668
Krcc1	ENSMUSG00000053012
Rmnd5a	ENSMUSG00000002222
Kdm3a	ENSMUSG00000053470
Immt	ENSMUSG00000052337
Usp39	ENSMUSG00000056305
Vamp8	ENSMUSG00000050732
Ggcx	ENSMUSG00000053460
Mat2a	ENSMUSG00000053907
Capg	ENSMUSG00000056737
Tgoln1	ENSMUSG00000056429
Tcf7l1	ENSMUSG00000055799
Kcmf1	ENSMUSG00000055239
Tmsb10	ENSMUSG00000079523
Mrpl19	ENSMUSG00000030045
Hk2	ENSMUSG00000000628
Htra2	ENSMUSG00000068329
Aup1	ENSMUSG00000068328
Pcgf1	ENSMUSG00000069678
Mogs	ENSMUSG00000030036
Wbp1	ENSMUSG00000030035
Dctn1	ENSMUSG00000031865
Mthfd2	ENSMUSG00000005667
Mob1a	ENSMUSG00000043131
Bola3	ENSMUSG00000045160
Dguok	ENSMUSG00000014554
Tex261	ENSMUSG00000014748
Paip2b	ENSMUSG00000045896
Exoc6b	ENSMUSG00000033769
Spr	ENSMUSG00000033735
Sfxn5	ENSMUSG00000033720
Smyd5	ENSMUSG00000033706
Pradc1	ENSMUSG00000030008
Cct7	ENSMUSG00000030007
Dusp11	ENSMUSG00000030002
Fam136a	ENSMUSG00000057497
Pcyox1	ENSMUSG00000029998
Tia1	ENSMUSG00000071337
Pcbp1	ENSMUSG00000051695
Snrnp27	ENSMUSG00000001158
Gmcl1	ENSMUSG00000001157
Anxa4	ENSMUSG00000029994
Aak1	ENSMUSG00000057230
Gfpt1	ENSMUSG00000029992
Isy1	ENSMUSG00000030056
Cnbp	ENSMUSG00000030057
Copg1	ENSMUSG00000030058
Hmces	ENSMUSG00000030060
Rab7	ENSMUSG00000079477
Rpn1	ENSMUSG00000030062
Eefsec	ENSMUSG00000033216
Sec61a1	ENSMUSG00000030082
Abtb1	ENSMUSG00000030083
Tpra1	ENSMUSG00000002871
Chchd6	ENSMUSG00000030086
Iqsec1	ENSMUSG00000034312
Nup210	ENSMUSG00000030091
Chchd4	ENSMUSG00000034203
Tmem43	ENSMUSG00000030095
Xpc	ENSMUSG00000030094
Lsm3	ENSMUSG00000034192
Slc6a6	ENSMUSG00000030096
Ccdc174	ENSMUSG00000034083
Nr2c2	ENSMUSG00000005893
Mrps25	ENSMUSG00000014551
Trh	ENSMUSG00000005892
Slc25a26	ENSMUSG00000045100
Suclg2	ENSMUSG00000061838
Tmf1	ENSMUSG00000030059
Rybp	ENSMUSG00000072872
Shq1	ENSMUSG00000035378
Trnt1	ENSMUSG00000013736
Crbn	ENSMUSG00000005362
Sumf1	ENSMUSG00000030101
Itpr1	ENSMUSG00000030102
Arl8b	ENSMUSG00000030105
Edem1	ENSMUSG00000030104
Rad18	ENSMUSG00000030254
Thumpd3	ENSMUSG00000030264
Setd5	ENSMUSG00000034269
Mtmr14	ENSMUSG00000030269
Brpf1	ENSMUSG00000001632
Tada3	ENSMUSG00000048930
Arpc4	ENSMUSG00000079426
Rpusd3	ENSMUSG00000051169
Jagn1	ENSMUSG00000051256
Emc3	ENSMUSG00000030286
Fancd2	ENSMUSG00000034023
Brk1	ENSMUSG00000033940
Vhl	ENSMUSG00000033933
Tatdn2	ENSMUSG00000056952
Sec13	ENSMUSG00000030298
Vgll4	ENSMUSG00000030315
Tamm41	ENSMUSG00000030316
Tsen2	ENSMUSG00000042389
Mkrn2	ENSMUSG00000000439
Raf1	ENSMUSG00000000441
Rpl32	ENSMUSG00000057841
Mbd4	ENSMUSG00000030322
Ift122	ENSMUSG00000030323
Tmcc1	ENSMUSG00000030126
March8	ENSMUSG00000025702
Zfp422	ENSMUSG00000059878
Cxcl12	ENSMUSG00000061353
Zfp637	ENSMUSG00000059689
Bms1	ENSMUSG00000030138
Ankrd26	ENSMUSG00000007827
Fbxl14	ENSMUSG00000030019
Erc1	ENSMUSG00000030172
Rad52	ENSMUSG00000030166
Wnk1	ENSMUSG00000045962
Ccdc77	ENSMUSG00000030177
Kdm5a	ENSMUSG00000030180
Cecr2	ENSMUSG00000071226
Atp6v1e1	ENSMUSG00000019210
Bcl2l13	ENSMUSG00000009112
Bid	ENSMUSG00000004446
Mical3	ENSMUSG00000051586
Pex26	ENSMUSG00000067825
M6pr	ENSMUSG00000007458
Slc2a3	ENSMUSG00000003153
Necap1	ENSMUSG00000030327
Pex5	ENSMUSG00000005069
Clstn3	ENSMUSG00000008153
Lpcat3	ENSMUSG00000004270
Emg1	ENSMUSG00000004268
Phb2	ENSMUSG00000004264
Ptpn6	ENSMUSG00000004266
Tpi1	ENSMUSG00000023456
Usp5	ENSMUSG00000038429
Cdca3	ENSMUSG00000023505
Ptms	ENSMUSG00000030122
Mlf2	ENSMUSG00000030120
Cops7a	ENSMUSG00000030127
Zfp384	ENSMUSG00000038346
Acrbp	ENSMUSG00000072770
Chd4	ENSMUSG00000063870
Nop2	ENSMUSG00000038279
Ncapd2	ENSMUSG00000038252
Mrpl51	ENSMUSG00000030335
Ltbr	ENSMUSG00000030339
Cd9	ENSMUSG00000030342
Ndufa9	ENSMUSG00000000399
Rad51ap1	ENSMUSG00000030346
Ccnd2	ENSMUSG00000000184
Tspan9	ENSMUSG00000030352
Tulp3	ENSMUSG00000001521
Rhno1	ENSMUSG00000048668
Foxm1	ENSMUSG00000001517
Itfg2	ENSMUSG00000001518
Fkbp4	ENSMUSG00000030357
Gabarapl1	ENSMUSG00000030161
Ybx3	ENSMUSG00000030189
Etv6	ENSMUSG00000030199
Lrp6	ENSMUSG00000030201
Gpr19	ENSMUSG00000032641
Cdkn1b	ENSMUSG00000003031
Ddx47	ENSMUSG00000030204
H2afj	ENSMUSG00000060032
Wbp11	ENSMUSG00000030216
Strap	ENSMUSG00000030224
Plekha5	ENSMUSG00000030231
Aebp2	ENSMUSG00000030232
Pyroxd1	ENSMUSG00000041671
Recql	ENSMUSG00000030243
Golt1b	ENSMUSG00000030245
Cmas	ENSMUSG00000030282
C2cd5	ENSMUSG00000030279
Etnk1	ENSMUSG00000030275
Kras	ENSMUSG00000030265
Fgfr1op2	ENSMUSG00000040242
Tm7sf3	ENSMUSG00000040234
Med21	ENSMUSG00000030291
Stk38l	ENSMUSG00000001630
Ppfibp1	ENSMUSG00000016487
Mrps35	ENSMUSG00000040112
Ccdc91	ENSMUSG00000030301
Ipo8	ENSMUSG00000040029
Caprin2	ENSMUSG00000030309
Dennd5b	ENSMUSG00000030313
Amn1	ENSMUSG00000068250
Bicd1	ENSMUSG00000003452
Gdi2	ENSMUSG00000021218
Asb13	ENSMUSG00000033781
Net1	ENSMUSG00000021215
Klf6	ENSMUSG00000000078
Pitrm1	ENSMUSG00000021193
Pfkp	ENSMUSG00000021196
Idi1	ENSMUSG00000058258
Gtpbp4	ENSMUSG00000021149
Larp4b	ENSMUSG00000033499
Dip2c	ENSMUSG00000048264
Zmynd11	ENSMUSG00000021156
Mtr	ENSMUSG00000021311
Heatr1	ENSMUSG00000050244
B3galnt2	ENSMUSG00000039242
Tbce	ENSMUSG00000039233
Ggps1	ENSMUSG00000021302
Arid4b	ENSMUSG00000039219
Mrpl32	ENSMUSG00000015672
Psma2	ENSMUSG00000015671
Gli3	ENSMUSG00000021318
Mplkip	ENSMUSG00000012429
Cdk13	ENSMUSG00000041297
Rala	ENSMUSG00000008859
Yae1d1	ENSMUSG00000075054
Trim27	ENSMUSG00000021326
Zkscan8	ENSMUSG00000063894
Zfp184	ENSMUSG00000006720
Zfp322a	ENSMUSG00000046351
Abt1	ENSMUSG00000036376
Hist1h1e	ENSMUSG00000051627
Gmnn	ENSMUSG00000006715
Acot13	ENSMUSG00000006717
Tdp2	ENSMUSG00000035958
Mrs2	ENSMUSG00000021339
Sox4	ENSMUSG00000076431
E2f3	ENSMUSG00000016477
Uqcrfs1	ENSMUSG00000038462
Dusp22	ENSMUSG00000069255
Exoc2	ENSMUSG00000021357
Wrnip1	ENSMUSG00000021400
Serpinb6a	ENSMUSG00000060147
Bphl	ENSMUSG00000038286
Tubb2a	ENSMUSG00000058672
Tubb2b	ENSMUSG00000045136
Psmg4	ENSMUSG00000071451
Prpf4b	ENSMUSG00000021413
Rpp40	ENSMUSG00000021418
Lyrm4	ENSMUSG00000046573
Fars2	ENSMUSG00000021420
Rreb1	ENSMUSG00000039087
Ssr1	ENSMUSG00000021427
Riok1	ENSMUSG00000021428
Snrnp48	ENSMUSG00000021431
Txndc5	ENSMUSG00000038991
Bloc1s5	ENSMUSG00000038982
Eef1e1	ENSMUSG00000001707
Slc35b3	ENSMUSG00000021432
Pak1ip1	ENSMUSG00000038683
Tmem14c	ENSMUSG00000021361
Elovl2	ENSMUSG00000021364
Smim13	ENSMUSG00000091264
Hivep1	ENSMUSG00000021366
Tbc1d7	ENSMUSG00000021368
Nol7	ENSMUSG00000063200
Ranbp9	ENSMUSG00000038546
Mcur1	ENSMUSG00000021371
Dtnbp1	ENSMUSG00000057531
Mylip	ENSMUSG00000038175
Nup153	ENSMUSG00000021374
Tpmt	ENSMUSG00000021376
Dek	ENSMUSG00000021377
Fam120a	ENSMUSG00000038014
Ninj1	ENSMUSG00000037966
Bicd2	ENSMUSG00000037933
Ippk	ENSMUSG00000021385
Cenpp	ENSMUSG00000021391
Iars	ENSMUSG00000037851
Spin1	ENSMUSG00000021395
Cks2	ENSMUSG00000062248
Secisbp2	ENSMUSG00000035139
Auh	ENSMUSG00000021460
Ror2	ENSMUSG00000021464
Sptlc1	ENSMUSG00000021468
Sfxn1	ENSMUSG00000021474
Thoc3	ENSMUSG00000025872
Simc1	ENSMUSG00000043183
Arl10	ENSMUSG00000025870
Nop16	ENSMUSG00000025869
Higd2a	ENSMUSG00000025868
Faf2	ENSMUSG00000025873
Rnf44	ENSMUSG00000034928
Uimc1	ENSMUSG00000025878
Zfp346	ENSMUSG00000021481
Nsd1	ENSMUSG00000021488
Rab24	ENSMUSG00000034789
Prelid1	ENSMUSG00000021486
Lman2	ENSMUSG00000021484
Grk6	ENSMUSG00000074886
Dbn1	ENSMUSG00000034675
Fam193b	ENSMUSG00000021495
B4galt7	ENSMUSG00000021504
Caml	ENSMUSG00000021501
Ddx46	ENSMUSG00000021500
Txndc15	ENSMUSG00000021497
Pcbd2	ENSMUSG00000021496
Smad5	ENSMUSG00000021540
Hnrnpa0	ENSMUSG00000007836
Idnk	ENSMUSG00000050002
Ubqln1	ENSMUSG00000005312
Gkap1	ENSMUSG00000021552
Hnrnpk	ENSMUSG00000021546
Rmi1	ENSMUSG00000035367
Slc28a3	ENSMUSG00000021553
Naa35	ENSMUSG00000021555
Isca1	ENSMUSG00000044792
Gas1	ENSMUSG00000052957
Dapk1	ENSMUSG00000021559
Ptch1	ENSMUSG00000021466
Ercc6l2	ENSMUSG00000021470
Zfp367	ENSMUSG00000044934
Cdc14b	ENSMUSG00000033102
Ctsl	ENSMUSG00000021477
Zfp369	ENSMUSG00000021514
Mterf3	ENSMUSG00000021519
Ptdss1	ENSMUSG00000021518
Zfp87	ENSMUSG00000097333
Zfp748	ENSMUSG00000095432
Mtrr	ENSMUSG00000034617
Fastkd3	ENSMUSG00000021532
Nsun2	ENSMUSG00000021595
Srd5a1	ENSMUSG00000021594
Med10	ENSMUSG00000021598
Ice1	ENSMUSG00000034525
Ndufs6	ENSMUSG00000021606
Mrpl36	ENSMUSG00000021607
Lpcat1	ENSMUSG00000021608
Clptm1l	ENSMUSG00000021610
Slc12a7	ENSMUSG00000017756
Trip13	ENSMUSG00000021569
Brd9	ENSMUSG00000057649
Cep72	ENSMUSG00000021572
Exoc3	ENSMUSG00000034152
Pdcd6	ENSMUSG00000021576
Sdha	ENSMUSG00000021577
Ccdc127	ENSMUSG00000021578
Cast	ENSMUSG00000021585
Ell2	ENSMUSG00000001542
Rhobtb3	ENSMUSG00000021589
Ttc37	ENSMUSG00000033991
Fam172a	ENSMUSG00000064138
Lysmd3	ENSMUSG00000035840
Polr3g	ENSMUSG00000035834
Cetn3	ENSMUSG00000021537
Tmem161b	ENSMUSG00000035762
Ccnh	ENSMUSG00000021548
Rasa1	ENSMUSG00000021549
Xrcc4	ENSMUSG00000021615
Rps23	ENSMUSG00000049517
Ssbp2	ENSMUSG00000003992
Zcchc9	ENSMUSG00000021621
Msh3	ENSMUSG00000014850
Dhfr	ENSMUSG00000021707
Zfyve16	ENSMUSG00000021706
Homer1	ENSMUSG00000007617
Jmy	ENSMUSG00000021690
Ap3b1	ENSMUSG00000021686
Tbca	ENSMUSG00000042043
Zbed3	ENSMUSG00000041995
Aggf1	ENSMUSG00000021681
F2rl1	ENSMUSG00000021678
F2r	ENSMUSG00000048376
Iqgap2	ENSMUSG00000021676
Poc5	ENSMUSG00000021671
Polk	ENSMUSG00000021668
Col4a3bp	ENSMUSG00000021669
Hmgcr	ENSMUSG00000021670
Nsa2	ENSMUSG00000060739
Gfm2	ENSMUSG00000021666
Enc1	ENSMUSG00000041773
Utp15	ENSMUSG00000041747
Ankra2	ENSMUSG00000021661
Btf3	ENSMUSG00000021660
Fcho2	ENSMUSG00000041685
Tnpo1	ENSMUSG00000009470
Ptcd2	ENSMUSG00000021650
Mrps27	ENSMUSG00000041632
Map1b	ENSMUSG00000052727
Mccc2	ENSMUSG00000021646
Bdp1	ENSMUSG00000049658
Serf1	ENSMUSG00000021643
Smn1	ENSMUSG00000021645
Gtf2h2	ENSMUSG00000021639
Ocln	ENSMUSG00000021638
Rad17	ENSMUSG00000021635
Ak6	ENSMUSG00000078941
Cdk7	ENSMUSG00000069089
Mrps36	ENSMUSG00000061474
Cenph	ENSMUSG00000045273
Ccnb1	ENSMUSG00000041431
Slc30a5	ENSMUSG00000021629
Pik3r1	ENSMUSG00000041417
Srek1	ENSMUSG00000032621
Nln	ENSMUSG00000021710
Ppwd1	ENSMUSG00000021713
Cenpk	ENSMUSG00000021714
Cwc27	ENSMUSG00000021715
Ipo11	ENSMUSG00000042590
Dimt1	ENSMUSG00000021692
Kif2a	ENSMUSG00000021693
Zswim6	ENSMUSG00000032846
Ndufaf2	ENSMUSG00000068184
Ercc8	ENSMUSG00000021694
Gpbp1	ENSMUSG00000032745
Mier3	ENSMUSG00000032727
Map3k1	ENSMUSG00000021754
Il6st	ENSMUSG00000021756
Slc38a9	ENSMUSG00000047789
Dhx29	ENSMUSG00000042426
Snx18	ENSMUSG00000042364
Arl15	ENSMUSG00000042348
Ndufs4	ENSMUSG00000021764
Fst	ENSMUSG00000021765
Mocs2	ENSMUSG00000015536
Pelo	ENSMUSG00000042275
Emb	ENSMUSG00000021728
Mrps30	ENSMUSG00000021731
Nnt	ENSMUSG00000025453
Paip1	ENSMUSG00000025451
Hmgcs1	ENSMUSG00000093930
Zfp131	ENSMUSG00000094870
Tmem68	ENSMUSG00000028232
Tgs1	ENSMUSG00000028233
Rps20	ENSMUSG00000028234
Chchd7	ENSMUSG00000042198
Impad1	ENSMUSG00000066324
Sdcbp	ENSMUSG00000028249
Nsmaf	ENSMUSG00000028245
Rab2a	ENSMUSG00000047187
Chd7	ENSMUSG00000041235
Plekhf2	ENSMUSG00000049969
Ndufaf6	ENSMUSG00000050323
Trp53inp1	ENSMUSG00000028211
Ccne2	ENSMUSG00000028212
Ints8	ENSMUSG00000040738
Dpy19l4	ENSMUSG00000045205
Esrp1	ENSMUSG00000040728
Rad54b	ENSMUSG00000078773
Rbm12b2	ENSMUSG00000052137
Fam92a	ENSMUSG00000028218
Otud6b	ENSMUSG00000040550
Tmem64	ENSMUSG00000043252
Decr1	ENSMUSG00000028223
Nbn	ENSMUSG00000028224
Osgin2	ENSMUSG00000041153
Cpne3	ENSMUSG00000028228
Wwp1	ENSMUSG00000041058
Ccnc	ENSMUSG00000028252
Pnisr	ENSMUSG00000028248
Coq3	ENSMUSG00000028247
Mms22l	ENSMUSG00000045751
Ndufaf4	ENSMUSG00000028261
Ufl1	ENSMUSG00000040359
Fut9	ENSMUSG00000055373
Manea	ENSMUSG00000040520
Map3k7	ENSMUSG00000028284
Casp8ap2	ENSMUSG00000028282
Mdn1	ENSMUSG00000058006
Lyrm2	ENSMUSG00000045854
Ankrd6	ENSMUSG00000040183
Ube2j1	ENSMUSG00000028277
Rngtt	ENSMUSG00000028274
Akirin2	ENSMUSG00000028291
Orc3	ENSMUSG00000040044
Rars2	ENSMUSG00000028292
Slc35a1	ENSMUSG00000028293
Zfp292	ENSMUSG00000039967
Mob3b	ENSMUSG00000073910
Aco1	ENSMUSG00000028405
Topors	ENSMUSG00000036822
Ndufb6	ENSMUSG00000071014
Aptx	ENSMUSG00000028411
Smu1	ENSMUSG00000028409
B4galt1	ENSMUSG00000028413
Bag1	ENSMUSG00000028416
Chmp5	ENSMUSG00000028419
Nfx1	ENSMUSG00000028423
Ube2r2	ENSMUSG00000036241
Ubap2	ENSMUSG00000028433
Dcaf12	ENSMUSG00000028436
Ubap1	ENSMUSG00000028437
Kif24	ENSMUSG00000028438
Nudt2	ENSMUSG00000028443
Rpp25l	ENSMUSG00000036114
Sigmar1	ENSMUSG00000036078
Galt	ENSMUSG00000036073
Fancg	ENSMUSG00000028453
Pigo	ENSMUSG00000028454
Arhgef39	ENSMUSG00000051517
Tpm2	ENSMUSG00000028464
Tln1	ENSMUSG00000028465
Creb3	ENSMUSG00000028466
Gba2	ENSMUSG00000028467
Rgp1	ENSMUSG00000028468
Hint2	ENSMUSG00000028470
Fam221b	ENSMUSG00000043633
Glipr2	ENSMUSG00000028480
Rnf38	ENSMUSG00000035696
Melk	ENSMUSG00000035683
Grhpr	ENSMUSG00000035637
Zbtb5	ENSMUSG00000049657
Polr1e	ENSMUSG00000028318
Tomm5	ENSMUSG00000078713
Exosc3	ENSMUSG00000028322
Dcaf10	ENSMUSG00000035572
Slc25a51	ENSMUSG00000045973
Tstd2	ENSMUSG00000035495
Ncbp1	ENSMUSG00000028330
Xpa	ENSMUSG00000028329
Anp32b	ENSMUSG00000028333
Nans	ENSMUSG00000028334
Tgfbr1	ENSMUSG00000007613
Sec61b	ENSMUSG00000053317
Erp44	ENSMUSG00000028343
Tex10	ENSMUSG00000028345
Msantd3	ENSMUSG00000039693
Tmeff1	ENSMUSG00000028347
Mrpl50	ENSMUSG00000044018
Rnf20	ENSMUSG00000028309
Smc2	ENSMUSG00000028312
Nipsnap3b	ENSMUSG00000015247
Slc44a1	ENSMUSG00000028412
Fktn	ENSMUSG00000028414
Zfp462	ENSMUSG00000060206
Rad23b	ENSMUSG00000028426
Ctnnal1	ENSMUSG00000038816
Tmem245	ENSMUSG00000055296
Ptpn3	ENSMUSG00000038764
Txn1	ENSMUSG00000028367
Lpar1	ENSMUSG00000038668
Ptgr1	ENSMUSG00000028378
Gng10	ENSMUSG00000038607
Ugcg	ENSMUSG00000028381
Ptbp3	ENSMUSG00000028382
Hsdl2	ENSMUSG00000028383
Snx30	ENSMUSG00000028385
Fkbp15	ENSMUSG00000066151
Slc31a1	ENSMUSG00000066150
Cdc26	ENSMUSG00000066149
Prpf4	ENSMUSG00000066148
Wdr31	ENSMUSG00000028391
Alad	ENSMUSG00000028393
Pole3	ENSMUSG00000028394
Atp6v1g1	ENSMUSG00000039105
Trim32	ENSMUSG00000051675
Cdk5rap2	ENSMUSG00000039298
Tle1	ENSMUSG00000008305
Aldoart1	ENSMUSG00000059343
Mpdz	ENSMUSG00000028402
Zdhhc21	ENSMUSG00000028403
Snapc3	ENSMUSG00000028483
Psip1	ENSMUSG00000028484
Rraga	ENSMUSG00000070934
Haus6	ENSMUSG00000038047
Plin2	ENSMUSG00000028494
Dennd4c	ENSMUSG00000038024
Rps6	ENSMUSG00000028495
Acer2	ENSMUSG00000038007
Mllt3	ENSMUSG00000028496
Klhl9	ENSMUSG00000070923
Mtap	ENSMUSG00000062937
Caap1	ENSMUSG00000028578
Plaa	ENSMUSG00000028577
Mysm1	ENSMUSG00000062627
Jun	ENSMUSG00000052684
Hook1	ENSMUSG00000028572
Tm2d1	ENSMUSG00000028563
L1td1	ENSMUSG00000087166
Usp1	ENSMUSG00000028560
Dock7	ENSMUSG00000028556
Alg6	ENSMUSG00000073792
Itgb3bp	ENSMUSG00000028549
Pgm2	ENSMUSG00000025791
Ror1	ENSMUSG00000035305
Cachd1	ENSMUSG00000028532
Jak1	ENSMUSG00000028530
Ak4	ENSMUSG00000028527
Leprot	ENSMUSG00000035212
Mier1	ENSMUSG00000028522
Slc35d1	ENSMUSG00000028521
Oma1	ENSMUSG00000035069
Usp24	ENSMUSG00000028514
Dhcr24	ENSMUSG00000034926
Mrpl37	ENSMUSG00000028622
Tceanc2	ENSMUSG00000028619
Tmem59	ENSMUSG00000028618
Lrrc42	ENSMUSG00000028617
Hspb11	ENSMUSG00000063172
Yipf1	ENSMUSG00000057375
Ndc1	ENSMUSG00000028614
Magoh	ENSMUSG00000028609
Cpt2	ENSMUSG00000028607
Echdc2	ENSMUSG00000028601
Zyg11b	ENSMUSG00000034636
Coa7	ENSMUSG00000048351
Gpx7	ENSMUSG00000028597
Prpf38a	ENSMUSG00000063800
Orc1	ENSMUSG00000028587
Cc2d1b	ENSMUSG00000028582
Zfyve9	ENSMUSG00000034557
Btf3l4	ENSMUSG00000028568
Kti12	ENSMUSG00000073775
Nrd1	ENSMUSG00000053510
Osbpl9	ENSMUSG00000028559
Eps15	ENSMUSG00000028552
Faf1	ENSMUSG00000010517
Bend5	ENSMUSG00000028545
Spata6	ENSMUSG00000034401
Cmpk1	ENSMUSG00000028719
Stil	ENSMUSG00000028718
Efcab14	ENSMUSG00000034210
Atpaf1	ENSMUSG00000028710
Nsun4	ENSMUSG00000028706
Pik3r3	ENSMUSG00000028698
Mast2	ENSMUSG00000003810
Gpbp1l1	ENSMUSG00000034042
Akr1a1	ENSMUSG00000028692
Prdx1	ENSMUSG00000028691
Tesk2	ENSMUSG00000033985
Toe1	ENSMUSG00000028688
Mutyh	ENSMUSG00000028687
Eif2b3	ENSMUSG00000028683
Btbd19	ENSMUSG00000073771
Rps8	ENSMUSG00000047675
Eri3	ENSMUSG00000033423
Dmap1	ENSMUSG00000009640
Atp6v0b	ENSMUSG00000033379
Dph2	ENSMUSG00000028540
Ipo13	ENSMUSG00000033365
Kdm4a	ENSMUSG00000033326
Szt2	ENSMUSG00000033253
Med8	ENSMUSG00000006392
Elovl1	ENSMUSG00000006390
Cdc20	ENSMUSG00000006398
Ebna1bp2	ENSMUSG00000028729
Slc2a1	ENSMUSG00000028645
Zfp691	ENSMUSG00000045268
Ybx1	ENSMUSG00000028639
Ppih	ENSMUSG00000060288
Ppcs	ENSMUSG00000028636
Scmh1	ENSMUSG00000000085
Ctps	ENSMUSG00000028633
Exo5	ENSMUSG00000028629
Smap2	ENSMUSG00000032870
Zmpste24	ENSMUSG00000043207
Rlf	ENSMUSG00000049878
Ppt1	ENSMUSG00000028657
Cap1	ENSMUSG00000028656
Mycl	ENSMUSG00000028654
Trit1	ENSMUSG00000028653
Ppie	ENSMUSG00000028651
Ndufs5	ENSMUSG00000028648
Akirin1	ENSMUSG00000023075
Mycbp	ENSMUSG00000028647
Pou3f1	ENSMUSG00000090125
Fhl3	ENSMUSG00000032643
Sf3a3	ENSMUSG00000028902
Inpp5b	ENSMUSG00000028894
Mtf1	ENSMUSG00000028890
Yrdc	ENSMUSG00000028889
Gnl2	ENSMUSG00000028869
Snip1	ENSMUSG00000050213
Meaf6	ENSMUSG00000028863
Mrps15	ENSMUSG00000028861
Lsm10	ENSMUSG00000050188
Stk40	ENSMUSG00000042608
Eva1b	ENSMUSG00000050212
Thrap3	ENSMUSG00000043962
Map7d1	ENSMUSG00000028849
Trappc3	ENSMUSG00000028847
Adprhl2	ENSMUSG00000042558
Ago3	ENSMUSG00000028842
Ago1	ENSMUSG00000041530
Clspn	ENSMUSG00000042489
Psmb2	ENSMUSG00000028837
Ncdn	ENSMUSG00000028833
Zmym4	ENSMUSG00000042446
Sfpq	ENSMUSG00000028820
Zmym6	ENSMUSG00000042408
Smim12	ENSMUSG00000042380
Phc2	ENSMUSG00000028796
Rnf19b	ENSMUSG00000028793
Tmem54	ENSMUSG00000028786
S100pbp	ENSMUSG00000040928
Yars	ENSMUSG00000028811
Rbbp4	ENSMUSG00000057236
Bsdc1	ENSMUSG00000040859
Marcksl1	ENSMUSG00000047945
Hdac1	ENSMUSG00000028800
Lck	ENSMUSG00000000409
Eif3i	ENSMUSG00000028798
Tmem234	ENSMUSG00000028797
Kpna6	ENSMUSG00000003731
Tmem39b	ENSMUSG00000053730
Khdrbs1	ENSMUSG00000028790
Ptp4a2	ENSMUSG00000028788
Fabp3	ENSMUSG00000028773
Zcchc17	ENSMUSG00000028772
Snrnp40	ENSMUSG00000074088
Nkain1	ENSMUSG00000078532
Pum1	ENSMUSG00000028580
Mecr	ENSMUSG00000028910
Srsf4	ENSMUSG00000028911
Ythdf2	ENSMUSG00000040025
Taf12	ENSMUSG00000028899
Trnau1ap	ENSMUSG00000028898
Phactr4	ENSMUSG00000066043
Med18	ENSMUSG00000066042
Sesn2	ENSMUSG00000028893
Dnajc8	ENSMUSG00000054405
Eya3	ENSMUSG00000028886
Rpa2	ENSMUSG00000028884
Stx12	ENSMUSG00000028879
Fam76a	ENSMUSG00000028878
Ahdc1	ENSMUSG00000037692
Wasf2	ENSMUSG00000028868
Tmem222	ENSMUSG00000028857
Wdtc1	ENSMUSG00000037622
Slc9a1	ENSMUSG00000028854
Kdf1	ENSMUSG00000037600
Nudc	ENSMUSG00000028851
Gpatch3	ENSMUSG00000028850
Gpn2	ENSMUSG00000028848
Pigv	ENSMUSG00000043257
Arid1a	ENSMUSG00000007880
Rps6ka1	ENSMUSG00000003644
Hmgn2	ENSMUSG00000003038
Dhdds	ENSMUSG00000012117
Lin28a	ENSMUSG00000050966
Sh3bgrl3	ENSMUSG00000028843
Cep85	ENSMUSG00000037443
Zfp593	ENSMUSG00000028840
Grrp1	ENSMUSG00000050105
Pdik1l	ENSMUSG00000050890
Stmn1	ENSMUSG00000028832
Mtfr1l	ENSMUSG00000046671
Ldlrap1	ENSMUSG00000037295
Tmem50a	ENSMUSG00000028822
Rsrp1	ENSMUSG00000037266
